DateTime,Consumption,Production,Nuclear,Wind,Hydroelectric,Oil and Gas,Coal,Solar,Biomass
2019-01-19 18:00:00,8663,7297,1385,614,1537,2058,1646,0,56
2019-01-19 19:00:00,8487,7085,1388,752,1254,2059,1579,0,54
2019-01-19 20:00:00,8322,6998,1385,937,1154,1969,1499,0,53
2019-01-19 21:00:00,7890,6838,1387,926,1185,1843,1445,0,52
2019-01-19 22:00:00,7401,6742,1387,882,1207,1745,1468,0,53
2019-01-19 23:00:00,6999,6594,1390,953,1117,1639,1445,0,50
2019-01-20 00:00:00,6667,6413,1387,957,1001,1551,1462,0,54
2019-01-20 01:00:00,6446,6109,1387,1061,792,1351,1460,0,57
2019-01-20 02:00:00,6364,6133,1387,1064,829,1320,1475,0,57
2019-01-20 03:00:00,6312,6174,1388,1123,821,1321,1466,0,56
2019-01-20 04:00:00,6274,6229,1387,1218,792,1316,1460,0,56
2019-01-20 05:00:00,6399,6314,1390,1306,770,1358,1435,0,56
2019-01-20 06:00:00,6475,6327,1388,1299,705,1471,1405,0,60
2019-01-20 07:00:00,6627,6571,1387,1360,774,1545,1446,0,60
2019-01-20 08:00:00,6981,6816,1390,1362,916,1627,1460,0,60
2019-01-20 09:00:00,7258,6962,1388,1451,868,1726,1444,23,60
2019-01-20 10:00:00,7371,7050,1389,1436,912,1735,1463,54,59
2019-01-20 11:00:00,7383,7115,1387,1231,1013,1838,1496,89,60
2019-01-20 12:00:00,7501,7204,1391,1165,1028,1844,1615,99,59
2019-01-20 13:00:00,7257,6980,1388,1135,896,1839,1576,84,59
2019-01-20 14:00:00,7203,6876,1390,1089,920,1833,1527,57,59
2019-01-20 15:00:00,7220,6882,1387,1037,977,1845,1541,34,59
2019-01-20 16:00:00,7456,6860,1388,1040,1019,1830,1514,10,59
2019-01-20 17:00:00,7840,6971,1392,1155,1096,1800,1468,0,59
2019-01-20 18:00:00,8146,7418,1390,1088,1512,1863,1504,0,59
2019-01-20 19:00:00,8108,7382,1388,976,1546,1898,1515,0,59
2019-01-20 20:00:00,7928,7258,1388,959,1462,1918,1473,0,58
2019-01-20 21:00:00,7605,6964,1387,909,1329,1830,1450,0,58
2019-01-20 22:00:00,7100,6639,1386,851,1124,1768,1451,0,59
2019-01-20 23:00:00,6683,6436,1390,890,1011,1629,1461,0,55
2019-01-21 00:00:00,6420,6323,1386,1089,798,1563,1431,0,56
2019-01-21 01:00:00,6258,6313,1388,1306,765,1357,1440,0,56
2019-01-21 02:00:00,6197,6412,1389,1551,760,1321,1336,0,56
2019-01-21 03:00:00,6160,6537,1387,1858,575,1318,1342,0,57
2019-01-21 04:00:00,6271,6747,1389,2147,500,1316,1338,0,56
2019-01-21 05:00:00,6489,6804,1387,2001,674,1322,1363,0,56
2019-01-21 06:00:00,7177,6785,1388,1843,751,1374,1374,0,54
2019-01-21 07:00:00,8195,7554,1385,1598,1469,1491,1554,0,57
2019-01-21 08:00:00,8863,7974,1385,1342,1712,1814,1638,22,60
2019-01-21 09:00:00,9055,7989,1271,1315,1699,1855,1719,67,62
2019-01-21 10:00:00,9047,8052,1293,1407,1638,1848,1690,115,60
2019-01-21 11:00:00,8915,8048,1350,1506,1492,1844,1638,156,62
2019-01-21 12:00:00,8844,7937,1355,1323,1477,1857,1680,183,60
2019-01-21 13:00:00,8855,7877,1377,1038,1586,1921,1720,171,61
2019-01-21 14:00:00,8701,7808,1322,918,1700,1915,1758,133,61
2019-01-21 15:00:00,8614,7664,1334,838,1609,1976,1756,89,61
2019-01-21 16:00:00,8632,7496,1326,730,1554,1987,1819,19,60
2019-01-21 17:00:00,9082,7638,1329,666,1807,1962,1813,0,60
2019-01-21 18:00:00,9109,7713,1376,593,1862,1969,1850,0,63
2019-01-21 19:00:00,9018,7457,1377,546,1688,1971,1813,0,61
